iter	RMSE
257	4.636576798
258	4.635034692
259	4.63349893
260	4.630378227
261	4.629422646
262	4.627426066
263	4.625826251
264	4.623609277
265	4.620888713
266	4.620336944
267	4.618146912
268	4.615853026
269	4.615807766
270	4.615484184
271	4.611948191
272	4.609721289
273	4.608873771
274	4.607287151
275	4.605029128
276	4.60257219
277	4.600683636
278	4.597896236
279	4.59586033
280	4.593924104
281	4.589410127
282	4.588556252
283	4.58683024
284	4.584885219
285	4.581732407
286	4.578646846
287	4.575621909
288	4.575253164
289	4.574874634
290	4.572794851
291	4.572290504
292	4.570507922
293	4.569048128
294	4.565620745
295	4.565352712
296	4.565327692
297	4.564752905
298	4.562555469
299	4.561165152
300	4.559684041
301	4.557837827
302	4.554746954
303	4.552831483
304	4.552488153
305	4.551915341
306	4.548645377
307	4.546913922
308	4.546880086
309	4.545231958
310	4.543214596
311	4.54319698
312	4.541551047
313	4.538473153
314	4.536222497
315	4.534509525
316	4.533625073
317	4.530557667
318	4.530533649
319	4.530519664
320	4.52846871
321	4.525253814
322	4.5230552
323	4.522753383
324	4.521252409
325	4.518414781
326	4.518396323
327	4.515326984
328	4.513823517
329	4.510621841
330	4.510593139
331	4.5079579
332	4.507930334
333	4.507874009
334	4.506675049
335	4.505279456
336	4.503017755
337	4.502941566
338	4.501581726
339	4.501560111
340	4.497722776
341	4.49567813
342	4.495668461
343	4.493180554
344	4.49019482
345	4.4867377
346	4.484184076
347	4.482449751
348	4.479568878
349	4.478817483
350	4.478798636
351	4.476506905
352	4.47550523
353	4.473811957
354	4.472383126
355	4.472092199
356	4.471510338
357	4.471229918
358	4.469588333
359	4.469553294
360	4.467552599
361	4.466805705
362	4.464668382
363	4.461635476
364	4.459762013
365	4.455499339
366	4.451337231
367	4.451314944
368	4.450820987
369	4.449452403
370	4.448162381
371	4.447133845
372	4.446408909
373	4.444893662
374	4.442764337
375	4.441351029
376	4.439511517
377	4.436945306
378	4.434969678
379	4.433151569
380	4.432538549
381	4.429439677
382	4.423864334
383	4.421069132
384	4.420700641
385	4.418483497
386	4.418288951
387	4.415669135
388	4.413859641
389	4.411264924
390	4.408416011
391	4.406649195
392	4.405204975
393	4.403472872
394	4.403131364
395	4.401526986
396	4.399485147
397	4.396344165
398	4.395441711
399	4.395395926
400	4.39306455
401	4.391414997
402	4.390957505
403	4.390154813
404	4.388761604
405	4.387294713
406	4.383394468
407	4.379811883
408	4.375489662
409	4.373030389
410	4.371873717
411	4.370209048
412	4.368556706
413	4.367095928
414	4.365858169
415	4.364698602
416	4.364627748
417	4.362586068
418	4.360621055
419	4.358614833
420	4.356561743
421	4.356543118
422	4.354243818
423	4.352191994
424	4.349931492
425	4.348314549
426	4.34706218
427	4.34374971
428	4.343480994
429	4.341745976
430	4.338202888
431	4.336701762
432	4.33280819
433	4.331673411
434	4.33013732
435	4.327589948
436	4.325639803
437	4.324112517
438	4.323018844
439	4.322508691
440	4.321658171
441	4.319549775
442	4.317986187
443	4.317049985
444	4.315226032
445	4.312079344
446	4.310323849
447	4.308016301
448	4.306667825
449	4.303131968
450	4.300293658
451	4.29766258
452	4.29527044
453	4.295189601
454	4.293949307
455	4.292074176
456	4.287757461
457	4.28741148
458	4.286204386
459	4.284660029
460	4.282607322
461	4.28046922
462	4.278127444
463	4.277197529
464	4.274781
465	4.272212181
466	4.271102545
467	4.270717182
468	4.268796047
469	4.26568299
470	4.263864923
471	4.262179563
472	4.259907927
473	4.256766132
474	4.254614992
475	4.253188838
476	4.251392642
477	4.248690888
478	4.246881329
479	4.245382511
480	4.243738381
481	4.243641859
482	4.240896299
483	4.237814751
484	4.236624233
485	4.234499312
486	4.233572292
487	4.2310676
488	4.228258405
489	4.225116063
490	4.222811184
491	4.221115384
492	4.217578483
493	4.215747692
494	4.213778892
495	4.212675283
496	4.210782757
497	4.210561296
498	4.208977184
499	4.206972824
500	4.205124404
501	4.20297719
502	4.200319602
503	4.20030771
504	4.198098721
505	4.196817159
506	4.194592765
507	4.194581737
508	4.192519473
509	4.19204424
510	4.191528457
511	4.190261737
